transaction_id,customer_id,transaction_date,product_category,quantity,unit_price,total_amount,discount_applied,payment_method
TXN_026864,CUST_00987,2022-06-27,Home & Garden,1,325.02,325.02,False,Debit Card
TXN_043857,CUST_02774,2022-06-27,Clothing,1,89.14,69.08,True,PayPal
TXN_031608,CUST_04817,2022-06-27,Sports,1,283.53,283.53,False,Bank Transfer
TXN_014518,CUST_00696,2022-06-27,Books,3,9.84,29.53,False,Credit Card
TXN_007306,CUST_01450,2022-06-27,Beauty,1,204.59,204.59,False,Debit Card
TXN_003503,CUST_01436,2022-06-27,Electronics,1,631.46,631.46,False,Debit Card
TXN_024430,CUST_01698,2022-06-27,Home & Garden,1,15.29,15.29,False,Credit Card
TXN_010362,CUST_03319,2022-06-27,Home & Garden,1,183.67,183.67,False,Debit Card
TXN_023864,CUST_03730,2022-06-27,Clothing,1,133.4,133.4,False,Credit Card
TXN_038395,CUST_01567,2022-06-27,Clothing,1,232.94,219.15,True,Debit Card
TXN_021396,CUST_04024,2022-06-27,Toys,1,138.99,138.99,False,Credit Card
TXN_009958,CUST_01025,2022-06-27,Toys,2,151.53,303.06,False,Debit Card
TXN_009964,CUST_01034,2022-06-27,Toys,1,91.74,76.09,True,Debit Card
TXN_020036,CUST_01866,2022-06-27,Electronics,1,1297.33,1029.98,True,Bank Transfer
TXN_015741,CUST_00972,2022-06-27,Electronics,3,2687.26,6574.18,True,Credit Card
TXN_016263,CUST_04502,2022-06-27,Toys,1,61.91,61.91,False,Credit Card
TXN_047873,CUST_03689,2022-06-27,Sports,1,215.84,192.95,True,Debit Card
TXN_028029,CUST_02786,2022-06-27,Electronics,1,698.42,698.42,False,PayPal
TXN_048778,CUST_04530,2022-06-27,Home & Garden,1,658.7,658.7,False,Debit Card
TXN_004785,CUST_01884,2022-06-27,Beauty,1,124.16,124.16,False,PayPal
TXN_011648,CUST_01563,2022-06-27,Home & Garden,1,138.59,138.59,False,Debit Card
TXN_007608,CUST_03177,2022-06-27,Books,2,20.89,36.19,True,Bank Transfer
TXN_020000,CUST_01021,2022-06-27,Books,1,31.91,28.06,True,PayPal
TXN_038972,CUST_01249,2022-06-27,Clothing,1,273.15,206.4,True,Credit Card
TXN_026269,CUST_01292,2022-06-27,Toys,1,100.01,100.01,False,PayPal
TXN_040707,CUST_01868,2022-06-27,Electronics,2,311.24,536.21,True,Credit Card
TXN_009196,CUST_04495,2022-06-27,Home & Garden,2,281.24,562.48,False,Credit Card
TXN_007332,CUST_00123,2022-06-27,Beauty,2,95.37,146.37,True,Debit Card
TXN_045888,CUST_00034,2022-06-27,Beauty,1,62.43,62.43,False,Debit Card
TXN_046394,CUST_04462,2022-06-27,Electronics,2,445.93,817.71,True,Debit Card
TXN_004905,CUST_01035,2022-06-27,Electronics,1,1320.01,1320.01,False,PayPal
TXN_014634,CUST_02216,2022-06-27,Electronics,1,1509.03,1509.03,False,Credit Card
TXN_035620,CUST_02296,2022-06-27,Beauty,1,94.13,82.2,True,Credit Card
TXN_042752,CUST_03609,2022-06-27,Home & Garden,4,298.45,1023.87,True,PayPal
TXN_018443,CUST_04634,2022-06-27,Electronics,1,154.92,154.92,False,Debit Card
TXN_027084,CUST_04189,2022-06-28,Books,2,10.97,20.08,True,Credit Card
TXN_015732,CUST_02824,2022-06-28,Electronics,1,916.64,916.64,False,PayPal
TXN_030559,CUST_04305,2022-06-28,Home & Garden,1,86.63,86.63,False,PayPal
TXN_048472,CUST_01983,2022-06-28,Sports,1,91.9,91.9,False,Bank Transfer
TXN_048058,CUST_02224,2022-06-28,Clothing,2,121.38,222.85,True,Debit Card
TXN_021893,CUST_04088,2022-06-28,Beauty,2,113.68,227.36,False,Credit Card
TXN_006526,CUST_02820,2022-06-28,Clothing,1,121.63,121.63,False,Debit Card
TXN_033769,CUST_00212,2022-06-28,Sports,4,63.72,239.04,True,Credit Card
TXN_001983,CUST_03931,2022-06-28,Books,2,29.74,59.47,False,Credit Card
TXN_021765,CUST_02333,2022-06-28,Beauty,1,80.0,80.0,False,Debit Card
TXN_049062,CUST_02962,2022-06-28,Clothing,1,345.27,345.27,False,Debit Card
TXN_044096,CUST_02250,2022-06-28,Toys,2,203.9,311.67,True,Debit Card
TXN_039788,CUST_00102,2022-06-28,Home & Garden,1,114.94,93.75,True,Credit Card
TXN_037502,CUST_01740,2022-06-28,Sports,1,56.14,52.54,True,PayPal
TXN_005142,CUST_03620,2022-06-28,Sports,2,305.36,610.73,False,Bank Transfer
TXN_030824,CUST_02148,2022-06-28,Beauty,3,209.99,529.11,True,Debit Card
TXN_027628,CUST_00377,2022-06-28,Books,1,16.36,16.36,False,Credit Card
TXN_028707,CUST_03595,2022-06-28,Clothing,2,103.83,207.67,False,Debit Card
TXN_025706,CUST_00427,2022-06-28,Toys,1,141.66,117.32,True,PayPal
TXN_049480,CUST_02870,2022-06-28,Sports,1,386.97,386.97,False,Debit Card
TXN_005749,CUST_03270,2022-06-28,Toys,2,195.19,390.38,False,Credit Card
TXN_006820,CUST_03414,2022-06-28,Clothing,1,130.06,130.06,False,Debit Card
TXN_001541,CUST_01369,2022-06-28,Electronics,1,1010.32,1010.32,False,Debit Card
TXN_011421,CUST_04767,2022-06-28,Beauty,1,21.96,21.96,False,Debit Card
TXN_015897,CUST_02520,2022-06-28,Home & Garden,2,264.42,528.84,False,Credit Card
TXN_028085,CUST_03791,2022-06-28,Beauty,1,141.96,141.96,False,Debit Card
TXN_013342,CUST_02193,2022-06-28,Toys,1,136.45,136.45,False,Bank Transfer
TXN_017041,CUST_02407,2022-06-28,Beauty,1,32.95,32.95,False,Debit Card
TXN_017009,CUST_04639,2022-06-28,Clothing,1,228.35,180.43,True,Bank Transfer
TXN_001565,CUST_00146,2022-06-28,Toys,1,22.25,22.25,False,Bank Transfer
TXN_044722,CUST_04041,2022-06-28,Books,1,11.27,11.27,False,PayPal
TXN_009836,CUST_02934,2022-06-28,Home & Garden,1,259.94,259.94,False,PayPal
TXN_012916,CUST_04981,2022-06-28,Books,2,6.1,12.19,False,Debit Card
TXN_034486,CUST_01537,2022-06-28,Home & Garden,1,20.08,20.08,False,Debit Card
TXN_034371,CUST_03589,2022-06-28,Home & Garden,4,232.06,798.29,True,PayPal
TXN_033066,CUST_04342,2022-06-28,Clothing,4,264.0,907.58,True,Debit Card
TXN_016874,CUST_03187,2022-06-28,Toys,3,74.08,182.06,True,Credit Card
TXN_045053,CUST_00599,2022-06-28,Electronics,1,509.96,509.96,False,Debit Card
TXN_039123,CUST_02127,2022-06-28,Beauty,2,37.45,74.89,False,Credit Card
TXN_022944,CUST_04042,2022-06-28,Beauty,2,33.38,66.76,False,Credit Card
TXN_028182,CUST_01181,2022-06-28,Clothing,2,45.1,90.2,False,Debit Card
TXN_031190,CUST_02086,2022-06-28,Home & Garden,1,92.07,85.35,True,Credit Card
TXN_037875,CUST_03049,2022-06-28,Beauty,2,72.86,133.15,True,Bank Transfer
TXN_046665,CUST_04182,2022-06-28,Books,2,19.26,35.33,True,Debit Card
TXN_046335,CUST_02749,2022-06-28,Beauty,1,92.14,70.19,True,Credit Card
TXN_024352,CUST_02108,2022-06-28,Electronics,1,1038.9,823.2,True,Debit Card
TXN_037194,CUST_01572,2022-06-28,Sports,3,508.52,1252.12,True,Credit Card
TXN_020657,CUST_02741,2022-06-28,Home & Garden,2,440.03,703.33,True,PayPal
TXN_037291,CUST_03189,2022-06-28,Sports,1,329.32,329.32,False,PayPal
TXN_037747,CUST_01606,2022-06-29,Sports,1,253.92,253.92,False,Credit Card
TXN_027538,CUST_02113,2022-06-29,Beauty,1,117.1,98.39,True,Credit Card
TXN_020378,CUST_04871,2022-06-29,Toys,1,7.6,7.6,False,PayPal
TXN_042844,CUST_01766,2022-06-29,Clothing,4,185.93,743.73,False,PayPal
TXN_037819,CUST_03754,2022-06-29,Beauty,1,15.97,15.97,False,Debit Card
TXN_014412,CUST_00593,2022-06-29,Sports,2,26.14,52.29,False,Bank Transfer
TXN_006311,CUST_00546,2022-06-29,Clothing,4,272.14,1088.58,False,PayPal
TXN_030893,CUST_02237,2022-06-29,Toys,2,244.83,394.95,True,Debit Card
TXN_003702,CUST_01882,2022-06-29,Electronics,2,2913.21,5058.62,True,PayPal
TXN_047612,CUST_04024,2022-06-29,Electronics,2,576.32,888.85,True,Bank Transfer
TXN_000083,CUST_04493,2022-06-29,Clothing,1,28.49,23.13,True,PayPal
TXN_025610,CUST_00524,2022-06-29,Books,1,32.88,32.88,False,PayPal
TXN_038771,CUST_01508,2022-06-29,Electronics,3,997.85,2993.54,False,Debit Card
TXN_017864,CUST_02896,2022-06-29,Sports,1,259.75,259.75,False,Credit Card
TXN_012349,CUST_02780,2022-06-29,Home & Garden,1,68.56,68.56,False,Credit Card
TXN_016151,CUST_04908,2022-06-29,Beauty,1,180.89,180.89,False,Debit Card
TXN_041764,CUST_04539,2022-06-29,Beauty,2,139.24,278.48,False,PayPal
TXN_017055,CUST_03426,2022-06-29,Clothing,1,105.39,105.39,False,Debit Card
TXN_040330,CUST_00395,2022-06-29,Sports,1,218.12,218.12,False,Bank Transfer
TXN_039895,CUST_04048,2022-06-29,Clothing,1,243.77,243.77,False,PayPal
TXN_011926,CUST_00706,2022-06-29,Toys,1,17.55,15.05,True,Credit Card
TXN_035487,CUST_00287,2022-06-29,Electronics,1,1662.94,1662.94,False,Credit Card
TXN_035504,CUST_00530,2022-06-29,Toys,2,48.43,96.86,False,PayPal
TXN_039593,CUST_00724,2022-06-29,Clothing,1,125.02,125.02,False,Debit Card
TXN_006986,CUST_02091,2022-06-29,Electronics,2,1194.76,1921.14,True,Debit Card
TXN_035555,CUST_00486,2022-06-29,Clothing,1,212.47,177.54,True,Credit Card
TXN_012615,CUST_01934,2022-06-29,Books,4,27.19,102.54,True,Credit Card
TXN_046153,CUST_02071,2022-06-29,Beauty,2,136.43,272.86,False,Debit Card
TXN_042365,CUST_03368,2022-06-29,Clothing,3,234.09,530.61,True,Credit Card
TXN_022380,CUST_02298,2022-06-29,Toys,1,51.65,51.65,False,PayPal
TXN_025399,CUST_01038,2022-06-29,Beauty,1,61.57,61.57,False,Debit Card
TXN_000388,CUST_03031,2022-06-29,Sports,1,147.37,120.92,True,Bank Transfer
TXN_015862,CUST_03804,2022-06-29,Beauty,2,32.17,64.35,False,Credit Card
TXN_000155,CUST_03598,2022-06-29,Electronics,2,1386.99,2530.46,True,PayPal
TXN_019275,CUST_02502,2022-06-29,Sports,1,31.83,31.83,False,Debit Card
TXN_008267,CUST_00322,2022-06-29,Home & Garden,2,270.32,540.65,False,Debit Card
TXN_013108,CUST_04484,2022-06-29,Clothing,2,190.61,297.52,True,Bank Transfer
TXN_047397,CUST_00934,2022-06-29,Clothing,2,11.81,23.62,False,Debit Card
TXN_038046,CUST_00999,2022-06-29,Books,4,3.5,14.0,False,Credit Card
TXN_015907,CUST_03080,2022-06-29,Toys,3,98.05,294.16,False,Debit Card
TXN_024217,CUST_03434,2022-06-29,Clothing,1,112.54,112.54,False,PayPal
TXN_046371,CUST_02857,2022-06-29,Beauty,4,129.42,517.66,False,Credit Card
TXN_022643,CUST_03913,2022-06-29,Books,1,22.25,18.21,True,PayPal
TXN_033367,CUST_03314,2022-06-29,Electronics,2,1479.71,2959.43,False,Bank Transfer
TXN_011596,CUST_00257,2022-06-29,Electronics,1,1215.41,1215.41,False,Bank Transfer
TXN_016997,CUST_02558,2022-06-29,Sports,1,38.7,29.29,True,PayPal
TXN_018198,CUST_02421,2022-06-29,Beauty,1,163.54,163.54,False,Credit Card
TXN_025478,CUST_03946,2022-06-29,Beauty,1,206.66,206.66,False,Bank Transfer
TXN_000133,CUST_04906,2022-06-29,Books,2,40.78,81.56,False,Credit Card
TXN_009274,CUST_02848,2022-06-30,Home & Garden,3,166.58,499.73,False,Debit Card
TXN_034315,CUST_04297,2022-06-30,Home & Garden,2,167.3,334.6,False,Debit Card
TXN_005199,CUST_01939,2022-06-30,Home & Garden,1,414.87,414.87,False,Debit Card
TXN_026812,CUST_00185,2022-06-30,Electronics,4,371.71,1486.84,False,PayPal
TXN_009379,CUST_02803,2022-06-30,Home & Garden,1,59.98,59.98,False,Debit Card
TXN_021240,CUST_00741,2022-06-30,Home & Garden,1,609.45,609.45,False,Debit Card
TXN_010544,CUST_04233,2022-06-30,Electronics,2,657.71,1122.17,True,Credit Card
TXN_040090,CUST_03967,2022-06-30,Sports,1,304.36,241.22,True,Bank Transfer
TXN_028711,CUST_00567,2022-06-30,Electronics,1,757.14,757.14,False,Debit Card
TXN_030963,CUST_00027,2022-06-30,Toys,1,48.08,38.19,True,Debit Card
TXN_003202,CUST_01588,2022-06-30,Toys,4,24.05,96.22,False,Debit Card
TXN_039951,CUST_02012,2022-06-30,Sports,2,262.48,524.96,False,Debit Card
TXN_033323,CUST_03987,2022-06-30,Toys,1,253.39,253.39,False,Bank Transfer
TXN_048990,CUST_00048,2022-06-30,Books,2,27.62,49.74,True,Debit Card
TXN_046316,CUST_00680,2022-06-30,Home & Garden,1,348.98,348.98,False,Credit Card
TXN_043927,CUST_04990,2022-06-30,Electronics,1,539.88,539.88,False,Credit Card
TXN_000968,CUST_00489,2022-06-30,Books,1,20.65,20.65,False,PayPal
TXN_012179,CUST_01889,2022-06-30,Electronics,2,512.04,1024.09,False,Credit Card
TXN_036087,CUST_01442,2022-06-30,Home & Garden,1,139.95,139.95,False,Credit Card
TXN_007548,CUST_02916,2022-06-30,Beauty,3,79.24,199.41,True,PayPal
TXN_003132,CUST_00742,2022-06-30,Books,1,27.36,27.36,False,Debit Card
TXN_028698,CUST_03059,2022-06-30,Sports,4,329.62,1318.5,False,Credit Card
TXN_002326,CUST_04461,2022-06-30,Beauty,2,29.34,48.87,True,Credit Card
TXN_001613,CUST_02161,2022-06-30,Toys,1,204.72,186.68,True,Credit Card
TXN_007476,CUST_00878,2022-06-30,Beauty,1,25.88,23.24,True,Debit Card
TXN_000275,CUST_04852,2022-06-30,Books,1,39.32,33.25,True,Credit Card
TXN_046096,CUST_03274,2022-06-30,Books,1,7.0,7.0,False,Bank Transfer
TXN_012953,CUST_03334,2022-06-30,Home & Garden,2,243.49,486.98,False,Credit Card
TXN_018916,CUST_03388,2022-06-30,Toys,1,133.02,133.02,False,Debit Card
TXN_038736,CUST_00944,2022-06-30,Beauty,1,54.79,44.57,True,Debit Card
TXN_045056,CUST_01597,2022-06-30,Books,3,30.38,91.15,False,Credit Card
TXN_030759,CUST_01797,2022-06-30,Books,1,9.61,9.61,False,Debit Card
TXN_026719,CUST_01916,2022-06-30,Sports,2,33.69,67.37,False,Debit Card
TXN_048833,CUST_03491,2022-06-30,Toys,1,83.7,83.7,False,Debit Card
TXN_006636,CUST_04662,2022-06-30,Sports,3,579.81,1739.43,False,Credit Card
TXN_033555,CUST_04970,2022-06-30,Electronics,1,217.9,217.9,False,Credit Card
TXN_032349,CUST_01301,2022-06-30,Toys,4,109.04,384.46,True,Credit Card
TXN_010457,CUST_00881,2022-06-30,Books,1,34.87,34.87,False,PayPal
TXN_012074,CUST_01672,2022-06-30,Clothing,2,26.65,47.51,True,Debit Card
TXN_024848,CUST_01318,2022-07-01,Home & Garden,1,305.88,305.88,False,Credit Card
TXN_014299,CUST_01705,2022-07-01,Clothing,1,188.24,167.13,True,Credit Card
TXN_002028,CUST_04015,2022-07-01,Toys,1,146.01,124.51,True,Credit Card
TXN_003291,CUST_03000,2022-07-01,Sports,1,85.67,69.23,True,Debit Card
TXN_027845,CUST_04473,2022-07-01,Toys,2,117.07,234.15,False,Credit Card
TXN_024495,CUST_02102,2022-07-01,Beauty,1,59.75,50.72,True,Debit Card
TXN_046132,CUST_01194,2022-07-01,Electronics,1,1679.49,1679.49,False,Debit Card
TXN_014699,CUST_04605,2022-07-01,Electronics,1,529.94,529.94,False,PayPal
TXN_040102,CUST_01013,2022-07-01,Books,1,6.89,6.89,False,Debit Card
TXN_045014,CUST_02508,2022-07-01,Books,1,25.12,25.12,False,Debit Card
TXN_045948,CUST_00116,2022-07-01,Home & Garden,2,370.86,741.73,False,Credit Card
TXN_046988,CUST_03396,2022-07-01,Home & Garden,2,33.88,58.22,True,PayPal
TXN_039366,CUST_04221,2022-07-01,Home & Garden,1,36.36,31.41,True,Credit Card
TXN_047436,CUST_02364,2022-07-01,Sports,2,171.25,342.49,False,Credit Card
TXN_029179,CUST_01342,2022-07-01,Beauty,1,91.36,86.57,True,Debit Card
TXN_030653,CUST_01415,2022-07-01,Home & Garden,2,647.26,1183.94,True,PayPal
TXN_019563,CUST_02727,2022-07-01,Electronics,4,915.55,3662.2,False,Credit Card
TXN_020982,CUST_00222,2022-07-01,Toys,3,26.68,80.05,False,Debit Card
TXN_019455,CUST_04996,2022-07-01,Toys,1,183.67,183.67,False,Debit Card
TXN_000203,CUST_04928,2022-07-01,Beauty,1,52.95,52.95,False,Credit Card
TXN_001229,CUST_00659,2022-07-01,Clothing,2,279.14,486.43,True,Credit Card
TXN_002244,CUST_01002,2022-07-01,Home & Garden,1,193.95,193.95,False,Credit Card
TXN_041752,CUST_01772,2022-07-01,Electronics,2,897.79,1795.58,False,PayPal
TXN_045585,CUST_04190,2022-07-01,Electronics,1,474.59,474.59,False,Credit Card
TXN_004932,CUST_03560,2022-07-01,Beauty,1,70.34,70.34,False,Credit Card
TXN_046474,CUST_02222,2022-07-01,Books,2,27.07,54.13,False,Debit Card
TXN_010111,CUST_01470,2022-07-01,Books,1,43.42,43.42,False,Credit Card
TXN_019519,CUST_00639,2022-07-01,Toys,2,54.52,109.04,False,Debit Card
TXN_000371,CUST_00318,2022-07-01,Toys,2,13.53,27.05,False,Debit Card
TXN_027201,CUST_04154,2022-07-01,Home & Garden,1,436.05,436.05,False,Credit Card
TXN_012963,CUST_01880,2022-07-01,Clothing,2,111.95,223.9,False,Debit Card
TXN_019232,CUST_00908,2022-07-01,Books,1,15.11,15.11,False,Credit Card
TXN_002657,CUST_03981,2022-07-01,Home & Garden,2,441.35,802.92,True,Debit Card
TXN_034668,CUST_02563,2022-07-01,Sports,3,271.41,763.04,True,Credit Card
TXN_036290,CUST_02296,2022-07-01,Sports,2,144.34,249.54,True,Debit Card
TXN_005689,CUST_01440,2022-07-01,Electronics,4,1325.8,5303.2,False,Credit Card
TXN_009707,CUST_00625,2022-07-01,Toys,1,103.36,103.36,False,Debit Card
TXN_026516,CUST_01650,2022-07-01,Sports,1,216.16,192.96,True,PayPal
TXN_027914,CUST_03835,2022-07-01,Beauty,1,157.35,133.67,True,Credit Card
TXN_009524,CUST_01890,2022-07-01,Electronics,1,849.54,683.8,True,Credit Card
TXN_021443,CUST_02530,2022-07-01,Books,1,31.8,31.8,False,Credit Card
TXN_002427,CUST_03843,2022-07-01,Sports,2,214.54,399.43,True,Credit Card
TXN_030175,CUST_00137,2022-07-01,Beauty,2,126.41,252.82,False,Debit Card
TXN_026769,CUST_01347,2022-07-01,Electronics,3,1413.88,4241.63,False,Bank Transfer
TXN_031164,CUST_00742,2022-07-01,Beauty,1,147.63,147.63,False,Credit Card
TXN_028799,CUST_02674,2022-07-01,Toys,4,16.07,64.28,False,Debit Card
TXN_009237,CUST_04729,2022-07-01,Books,1,53.88,53.88,False,Credit Card
TXN_038748,CUST_04697,2022-07-01,Toys,1,160.42,160.42,False,PayPal
TXN_029124,CUST_04847,2022-07-01,Sports,1,111.33,111.33,False,Credit Card
TXN_014363,CUST_02843,2022-07-01,Books,1,25.32,19.16,True,Credit Card
TXN_001374,CUST_03585,2022-07-01,Beauty,1,83.67,83.67,False,Credit Card
TXN_011840,CUST_00896,2022-07-02,Toys,4,42.22,168.9,False,Credit Card
TXN_025666,CUST_00479,2022-07-02,Home & Garden,4,217.95,871.8,False,Credit Card
TXN_007832,CUST_00840,2022-07-02,Electronics,1,1187.78,1187.78,False,Credit Card
TXN_039122,CUST_03351,2022-07-02,Electronics,2,1695.89,3391.77,False,Credit Card
TXN_013185,CUST_02413,2022-07-02,Toys,3,95.49,217.21,True,Credit Card
TXN_015574,CUST_02552,2022-07-02,Clothing,1,399.79,399.79,False,Debit Card
TXN_023179,CUST_04519,2022-07-02,Beauty,1,56.96,56.96,False,Credit Card
TXN_002224,CUST_02804,2022-07-02,Books,1,29.74,29.74,False,Debit Card
TXN_048761,CUST_00981,2022-07-02,Home & Garden,3,438.29,1314.88,False,PayPal
TXN_010683,CUST_04964,2022-07-02,Toys,2,155.07,310.15,False,Debit Card
TXN_032690,CUST_02520,2022-07-02,Beauty,1,69.89,57.3,True,PayPal
TXN_029803,CUST_01117,2022-07-02,Clothing,1,57.96,57.96,False,PayPal
TXN_036210,CUST_02279,2022-07-02,Books,2,26.08,41.46,True,PayPal
TXN_005912,CUST_02424,2022-07-02,Sports,1,374.16,316.03,True,PayPal
TXN_037829,CUST_04683,2022-07-02,Beauty,2,180.52,274.6,True,PayPal
TXN_013556,CUST_03123,2022-07-02,Electronics,2,1478.21,2548.0,True,Debit Card
TXN_021519,CUST_00781,2022-07-02,Home & Garden,1,262.99,262.99,False,Debit Card
TXN_002006,CUST_00573,2022-07-02,Sports,1,214.7,189.76,True,PayPal
TXN_012144,CUST_00028,2022-07-02,Clothing,2,136.2,272.39,False,Debit Card
TXN_043846,CUST_01760,2022-07-02,Books,1,34.19,30.49,True,Credit Card
TXN_006394,CUST_01660,2022-07-02,Books,1,43.71,41.13,True,Bank Transfer
TXN_044824,CUST_00293,2022-07-02,Sports,1,325.73,325.73,False,Bank Transfer
TXN_003208,CUST_03175,2022-07-02,Electronics,1,97.39,97.39,False,Credit Card
TXN_038598,CUST_03632,2022-07-02,Toys,4,282.53,1130.11,False,Credit Card
TXN_018300,CUST_02422,2022-07-02,Sports,1,262.16,262.16,False,Debit Card
TXN_038229,CUST_01367,2022-07-02,Electronics,1,67.12,67.12,False,Bank Transfer
TXN_045099,CUST_01387,2022-07-02,Beauty,1,70.28,56.17,True,Credit Card
TXN_049417,CUST_04234,2022-07-02,Beauty,1,92.64,92.64,False,PayPal
TXN_027732,CUST_04925,2022-07-02,Toys,2,92.67,185.34,False,Debit Card
TXN_043305,CUST_04797,2022-07-02,Beauty,1,148.94,148.94,False,PayPal
TXN_037666,CUST_02735,2022-07-02,Clothing,1,128.87,98.68,True,Debit Card
TXN_042446,CUST_02241,2022-07-02,Clothing,1,202.69,174.71,True,Credit Card
TXN_043417,CUST_01584,2022-07-02,Home & Garden,1,292.15,240.17,True,Bank Transfer
TXN_042437,CUST_02512,2022-07-02,Beauty,1,110.23,110.23,False,Bank Transfer
TXN_048410,CUST_04489,2022-07-02,Home & Garden,1,270.15,227.6,True,PayPal
TXN_022695,CUST_04028,2022-07-02,Books,1,21.42,21.42,False,Credit Card
TXN_047286,CUST_02152,2022-07-02,Toys,3,46.71,122.37,True,PayPal
TXN_047356,CUST_00462,2022-07-02,Beauty,1,40.8,40.8,False,Bank Transfer
TXN_004508,CUST_00581,2022-07-02,Toys,2,235.02,443.63,True,Debit Card
TXN_018802,CUST_02736,2022-07-02,Toys,2,189.02,355.97,True,Bank Transfer
TXN_044075,CUST_03635,2022-07-02,Clothing,1,158.17,158.17,False,Credit Card
TXN_025159,CUST_03368,2022-07-02,Sports,3,298.9,896.69,False,PayPal
TXN_039351,CUST_01049,2022-07-02,Home & Garden,1,205.55,205.55,False,Debit Card
TXN_006614,CUST_01571,2022-07-02,Beauty,2,143.28,255.9,True,Credit Card
TXN_034807,CUST_00500,2022-07-02,Electronics,1,858.24,858.24,False,Credit Card
TXN_012979,CUST_00609,2022-07-02,Beauty,2,87.68,131.84,True,Credit Card
TXN_040113,CUST_03345,2022-07-03,Clothing,3,197.14,591.42,False,Credit Card
TXN_038011,CUST_03812,2022-07-03,Clothing,3,75.4,169.66,True,Credit Card
TXN_006695,CUST_01596,2022-07-03,Toys,1,96.18,96.18,False,PayPal
TXN_000806,CUST_01218,2022-07-03,Toys,1,74.25,74.25,False,Debit Card
TXN_008443,CUST_04609,2022-07-03,Toys,1,127.0,117.43,True,Debit Card
TXN_012515,CUST_02967,2022-07-03,Electronics,1,720.2,653.84,True,PayPal
TXN_035851,CUST_01701,2022-07-03,Toys,2,152.17,304.33,False,Credit Card
TXN_029589,CUST_02345,2022-07-03,Toys,1,78.56,78.56,False,Credit Card
TXN_027063,CUST_01185,2022-07-03,Electronics,1,1810.98,1810.98,False,Debit Card
TXN_010166,CUST_02985,2022-07-03,Sports,1,153.46,131.65,True,Debit Card
TXN_009556,CUST_02509,2022-07-03,Beauty,2,30.57,61.14,False,PayPal
TXN_018956,CUST_04858,2022-07-03,Books,2,11.46,17.65,True,PayPal
TXN_039701,CUST_01406,2022-07-03,Beauty,1,41.24,41.24,False,PayPal
TXN_029342,CUST_00164,2022-07-03,Sports,1,71.13,71.13,False,Credit Card
TXN_031382,CUST_04235,2022-07-03,Electronics,1,1216.8,1216.8,False,Credit Card
TXN_043514,CUST_02353,2022-07-03,Books,1,13.05,13.05,False,Debit Card
TXN_029464,CUST_03742,2022-07-03,Books,1,21.51,21.51,False,Credit Card
TXN_024817,CUST_04426,2022-07-03,Books,1,36.96,36.96,False,PayPal
TXN_023957,CUST_02996,2022-07-03,Electronics,2,754.43,1276.38,True,Credit Card
TXN_039713,CUST_04437,2022-07-03,Books,2,20.47,40.94,False,Credit Card
TXN_003977,CUST_03821,2022-07-03,Clothing,1,70.28,64.57,True,Debit Card
TXN_020489,CUST_04299,2022-07-03,Clothing,1,173.52,173.52,False,PayPal
TXN_042981,CUST_03357,2022-07-03,Toys,1,248.48,248.48,False,Debit Card
TXN_048432,CUST_00379,2022-07-03,Clothing,2,103.78,181.32,True,Debit Card
TXN_043750,CUST_03792,2022-07-03,Beauty,2,49.15,86.5,True,Debit Card
TXN_011031,CUST_01464,2022-07-03,Toys,1,19.78,17.25,True,Debit Card
TXN_007896,CUST_01423,2022-07-03,Beauty,1,100.87,89.95,True,Debit Card
TXN_001786,CUST_01859,2022-07-03,Home & Garden,1,40.34,40.34,False,PayPal
TXN_033115,CUST_03625,2022-07-03,Books,2,39.74,63.88,True,Debit Card
TXN_008192,CUST_00399,2022-07-03,Sports,1,211.04,211.04,False,Credit Card
TXN_027281,CUST_02028,2022-07-03,Sports,2,341.28,682.55,False,Debit Card
TXN_013011,CUST_00789,2022-07-03,Home & Garden,2,87.75,175.5,False,Credit Card
TXN_017759,CUST_04128,2022-07-03,Clothing,3,71.4,191.85,True,Credit Card
TXN_005940,CUST_01731,2022-07-03,Beauty,1,37.8,35.17,True,Debit Card
TXN_021831,CUST_00236,2022-07-03,Clothing,1,125.64,106.55,True,PayPal
TXN_023830,CUST_04847,2022-07-03,Home & Garden,2,424.47,848.95,False,Credit Card
TXN_026377,CUST_03851,2022-07-03,Clothing,1,59.4,59.4,False,Credit Card
TXN_013875,CUST_01737,2022-07-03,Clothing,2,19.33,38.65,False,Credit Card
TXN_036713,CUST_02438,2022-07-03,Books,2,11.62,18.98,True,Credit Card
TXN_032203,CUST_03219,2022-07-03,Sports,3,145.05,435.14,False,Debit Card
TXN_020709,CUST_01124,2022-07-03,Beauty,1,20.67,20.67,False,Bank Transfer
TXN_005922,CUST_01802,2022-07-03,Books,1,39.4,34.49,True,PayPal
TXN_019713,CUST_04894,2022-07-03,Books,1,24.3,24.3,False,Debit Card
TXN_005617,CUST_03905,2022-07-03,Books,1,56.84,56.84,False,PayPal
TXN_046630,CUST_01270,2022-07-03,Beauty,3,200.58,480.13,True,Credit Card
TXN_008105,CUST_04278,2022-07-03,Toys,1,69.9,69.9,False,Credit Card
TXN_023071,CUST_04436,2022-07-03,Books,1,9.67,9.67,False,Debit Card
TXN_024003,CUST_02294,2022-07-03,Sports,1,363.4,363.4,False,PayPal
TXN_003168,CUST_03569,2022-07-03,Sports,2,204.59,409.19,False,Credit Card
