customer_id,customer_segment,registration_date
CUST_00777,Budget,2022-07-02
CUST_00778,Premium,2022-10-27
CUST_00779,Regular,2022-07-30
CUST_00780,Regular,2022-12-18
CUST_00781,Regular,2022-02-28
CUST_00782,Regular,2022-07-21
CUST_00783,Regular,2022-04-03
CUST_00784,Regular,2022-07-26
CUST_00785,Regular,2022-11-28
CUST_00786,Premium,2022-08-01
CUST_00787,Budget,2022-01-24
CUST_00788,Regular,2022-01-04
CUST_00789,Budget,2022-01-20
CUST_00790,Regular,2022-02-19
CUST_00791,Budget,2022-04-06
CUST_00792,Regular,2022-09-07
CUST_00793,Budget,2022-08-16
CUST_00794,Budget,2022-09-19
CUST_00795,Regular,2022-08-31
CUST_00796,Regular,2022-09-03
CUST_00797,Regular,2022-05-11
CUST_00798,Regular,2022-02-09
CUST_00799,Budget,2022-08-13
CUST_00800,Premium,2022-01-08
CUST_00801,Regular,2022-03-28
CUST_00802,Regular,2022-01-14
CUST_00803,Budget,2022-10-20
CUST_00804,Budget,2022-02-10
CUST_00805,Regular,2022-11-12
CUST_00806,Regular,2022-01-14
CUST_00807,Regular,2022-03-25
CUST_00808,Regular,2022-11-22
CUST_00809,Regular,2022-12-11
CUST_00810,Budget,2022-03-07
CUST_00811,Budget,2022-09-18
CUST_00812,Regular,2022-06-13
CUST_00813,Budget,2022-10-30
CUST_00814,Regular,2022-01-10
CUST_00815,Premium,2022-09-27
CUST_00816,Regular,2022-04-03
CUST_00817,Regular,2022-12-16
CUST_00818,Premium,2022-05-13
CUST_00819,Regular,2022-06-20
CUST_00820,Budget,2022-11-09
CUST_00821,Premium,2022-10-11
CUST_00822,Premium,2022-06-24
CUST_00823,Regular,2022-06-14
CUST_00824,Budget,2022-04-30
CUST_00825,Budget,2022-06-05
CUST_00826,Budget,2022-04-18
CUST_00827,Regular,2022-11-30
CUST_00828,Premium,2022-10-20
CUST_00829,Budget,2022-10-12
CUST_00830,Regular,2022-02-04
CUST_00831,Regular,2022-09-02
CUST_00832,Premium,2022-06-10
CUST_00833,Regular,2022-07-25
CUST_00834,Regular,2022-10-03
CUST_00835,Budget,2022-08-04
CUST_00836,Regular,2022-05-06
CUST_00837,Budget,2022-11-02
CUST_00838,Budget,2022-02-08
CUST_00839,Regular,2022-06-27
CUST_00840,Regular,2022-10-21
CUST_00841,Premium,2022-05-06
CUST_00842,Regular,2022-12-02
CUST_00843,Budget,2022-01-08
CUST_00844,Budget,2022-05-09
CUST_00845,Budget,2022-06-06
CUST_00846,Regular,2022-01-05
CUST_00847,Budget,2022-06-24
CUST_00848,Regular,2022-11-07
CUST_00849,Budget,2022-04-24
CUST_00850,Regular,2022-01-26
CUST_00851,Budget,2022-08-20
CUST_00852,Budget,2022-11-24
CUST_00853,Budget,2022-10-16
CUST_00854,Regular,2022-10-14
CUST_00855,Regular,2022-02-22
CUST_00856,Regular,2022-12-27
CUST_00857,Premium,2022-08-08
CUST_00858,Premium,2022-07-11
CUST_00859,Premium,2022-03-14
CUST_00860,Budget,2022-03-30
CUST_00861,Budget,2022-03-14
CUST_00862,Premium,2022-06-08
CUST_00863,Budget,2022-11-20
CUST_00864,Regular,2022-04-12
CUST_00865,Regular,2022-04-12
CUST_00866,Regular,2022-03-23
CUST_00867,Budget,2022-10-06
CUST_00868,Regular,2022-11-27
CUST_00869,Regular,2022-11-06
CUST_00870,Regular,2022-08-01
CUST_00871,Regular,2022-03-17
CUST_00872,Regular,2022-05-23
CUST_00873,Regular,2022-11-12
CUST_00874,Regular,2022-11-01
CUST_00875,Regular,2022-10-18
CUST_00876,Regular,2022-09-24
CUST_00877,Regular,2022-04-20
CUST_00878,Regular,2022-09-22
CUST_00879,Regular,2022-10-09
CUST_00880,Budget,2022-04-27
CUST_00881,Budget,2022-06-02
CUST_00882,Regular,2022-10-31
CUST_00883,Regular,2022-10-27
CUST_00884,Regular,2022-02-12
CUST_00885,Budget,2022-11-22
CUST_00886,Budget,2022-12-30
CUST_00887,Budget,2022-01-21
CUST_00888,Premium,2022-12-02
CUST_00889,Regular,2022-05-04
CUST_00890,Budget,2022-10-19
CUST_00891,Budget,2022-09-28
CUST_00892,Premium,2022-05-21
CUST_00893,Regular,2022-10-17
CUST_00894,Premium,2022-02-21
CUST_00895,Regular,2022-06-06
CUST_00896,Budget,2022-10-18
CUST_00897,Regular,2022-04-16
CUST_00898,Regular,2022-05-26
CUST_00899,Regular,2022-03-18
CUST_00900,Regular,2022-12-11
CUST_00901,Regular,2022-09-20
CUST_00902,Regular,2022-03-15
CUST_00903,Budget,2022-06-08
CUST_00904,Budget,2022-11-08
CUST_00905,Budget,2022-10-25
CUST_00906,Budget,2022-03-25
CUST_00907,Regular,2022-09-20
CUST_00908,Budget,2022-06-21
CUST_00909,Premium,2022-12-28
CUST_00910,Premium,2022-05-21
CUST_00911,Regular,2022-04-28
CUST_00912,Regular,2022-08-08
CUST_00913,Regular,2022-01-09
CUST_00914,Regular,2022-05-01
CUST_00915,Budget,2022-03-13
CUST_00916,Budget,2022-02-18
CUST_00917,Regular,2022-10-20
CUST_00918,Regular,2022-06-01
CUST_00919,Budget,2022-03-01
CUST_00920,Regular,2022-12-11
CUST_00921,Premium,2022-06-13
CUST_00922,Premium,2022-08-30
CUST_00923,Premium,2022-02-18
CUST_00924,Budget,2022-08-14
CUST_00925,Regular,2022-05-29
CUST_00926,Premium,2022-10-20
CUST_00927,Regular,2022-06-09
CUST_00928,Regular,2022-03-19
CUST_00929,Regular,2022-09-11
CUST_00930,Premium,2022-11-16
CUST_00931,Premium,2022-03-26
CUST_00932,Regular,2022-02-11
CUST_00933,Regular,2022-06-16
CUST_00934,Budget,2022-10-07
CUST_00935,Premium,2022-01-19
CUST_00936,Regular,2022-04-12
CUST_00937,Regular,2022-06-16
CUST_00938,Budget,2022-02-05
CUST_00939,Premium,2022-12-19
CUST_00940,Regular,2022-03-14
CUST_00941,Regular,2022-03-11
CUST_00942,Regular,2022-07-15
CUST_00943,Regular,2022-11-12
CUST_00944,Premium,2022-01-05
CUST_00945,Premium,2022-06-09
CUST_00946,Regular,2022-08-18
CUST_00947,Regular,2022-03-08
CUST_00948,Regular,2022-02-27
CUST_00949,Regular,2022-11-22
CUST_00950,Premium,2022-06-21
CUST_00951,Regular,2022-07-28
CUST_00952,Budget,2022-10-13
CUST_00953,Regular,2022-05-30
CUST_00954,Regular,2022-02-05
CUST_00955,Budget,2022-10-14
CUST_00956,Budget,2022-11-07
CUST_00957,Regular,2022-06-07
CUST_00958,Regular,2022-01-12
CUST_00959,Regular,2022-05-16
CUST_00960,Budget,2022-05-24
CUST_00961,Regular,2022-10-06
CUST_00962,Regular,2022-04-14
CUST_00963,Premium,2022-12-26
CUST_00964,Budget,2022-11-17
CUST_00965,Budget,2022-05-29
CUST_00966,Premium,2022-08-19
CUST_00967,Budget,2022-09-29
CUST_00968,Regular,2022-08-14
CUST_00969,Premium,2022-10-19
CUST_00970,Regular,2022-04-24
CUST_00971,Regular,2022-12-27
CUST_00972,Premium,2022-09-06
CUST_00973,Regular,2022-11-27
CUST_00974,Budget,2022-07-09
CUST_00975,Regular,2022-07-15
CUST_00976,Budget,2022-09-19
CUST_00977,Budget,2022-05-23
CUST_00978,Budget,2022-04-11
CUST_00979,Regular,2022-01-12
CUST_00980,Budget,2022-02-11
CUST_00981,Regular,2022-10-18
CUST_00982,Regular,2022-06-07
CUST_00983,Budget,2022-03-08
CUST_00984,Budget,2022-01-14
CUST_00985,Premium,2022-06-12
CUST_00986,Premium,2022-05-10
CUST_00987,Regular,2022-07-25
CUST_00988,Budget,2022-09-13
CUST_00989,Budget,2022-10-08
CUST_00990,Regular,2022-10-16
CUST_00991,Budget,2022-09-27
CUST_00992,Premium,2022-12-02
CUST_00993,Budget,2022-01-25
CUST_00994,Regular,2022-01-25
CUST_00995,Regular,2022-06-22
CUST_00996,Regular,2022-10-15
CUST_00997,Premium,2022-04-02
CUST_00998,Regular,2022-11-30
CUST_00999,Budget,2022-11-12
CUST_01000,Budget,2022-06-09
CUST_01001,Regular,2022-09-11
CUST_01002,Regular,2022-05-31
CUST_01003,Premium,2022-01-05
CUST_01004,Budget,2022-09-23
CUST_01005,Regular,2022-09-24
CUST_01006,Budget,2022-02-25
CUST_01007,Regular,2022-03-24
CUST_01008,Premium,2022-05-29
CUST_01009,Premium,2022-07-09
CUST_01010,Regular,2022-09-20
CUST_01011,Regular,2022-09-09
CUST_01012,Regular,2022-09-17
CUST_01013,Budget,2022-09-30
CUST_01014,Regular,2022-11-04
CUST_01015,Premium,2022-05-04
CUST_01016,Budget,2022-06-27
CUST_01017,Premium,2022-04-26
CUST_01018,Regular,2022-09-13
CUST_01019,Premium,2022-01-07
CUST_01020,Regular,2022-01-14
CUST_01021,Premium,2022-03-27
CUST_01022,Budget,2022-07-02
CUST_01023,Regular,2022-08-07
CUST_01024,Regular,2022-08-18
CUST_01025,Regular,2022-05-18
CUST_01026,Regular,2022-03-06
CUST_01027,Regular,2022-08-30
CUST_01028,Regular,2022-06-30
CUST_01029,Budget,2022-06-22
CUST_01030,Premium,2022-07-07
CUST_01031,Regular,2022-11-04
CUST_01032,Regular,2022-04-27
CUST_01033,Regular,2022-07-15
CUST_01034,Budget,2022-04-22
CUST_01035,Budget,2022-08-20
CUST_01036,Budget,2022-08-09
CUST_01037,Regular,2022-02-11
CUST_01038,Budget,2022-04-23
CUST_01039,Budget,2022-01-17
CUST_01040,Regular,2022-05-09
CUST_01041,Budget,2022-02-17
CUST_01042,Regular,2022-01-10
CUST_01043,Budget,2022-08-20
CUST_01044,Regular,2022-07-22
CUST_01045,Regular,2022-09-21
CUST_01046,Budget,2022-07-19
CUST_01047,Regular,2022-12-09
CUST_01048,Regular,2022-03-10
CUST_01049,Budget,2022-03-28
CUST_01050,Regular,2022-11-29
CUST_01051,Premium,2022-03-28
CUST_01052,Budget,2022-04-19
CUST_01053,Budget,2022-06-01
CUST_01054,Premium,2022-05-28
CUST_01055,Budget,2022-11-10
CUST_01056,Regular,2022-08-16
CUST_01057,Regular,2022-07-30
CUST_01058,Regular,2022-01-28
CUST_01059,Regular,2022-09-18
CUST_01060,Regular,2022-12-18
CUST_01061,Premium,2022-05-18
CUST_01062,Premium,2022-08-08
CUST_01063,Budget,2022-05-16
CUST_01064,Budget,2022-11-25
CUST_01065,Regular,2022-02-18
CUST_01066,Regular,2022-11-20
CUST_01067,Budget,2022-06-18
CUST_01068,Budget,2022-04-29
CUST_01069,Premium,2022-09-23
CUST_01070,Budget,2022-05-20
CUST_01071,Regular,2022-09-15
CUST_01072,Regular,2022-06-30
CUST_01073,Budget,2022-10-15
CUST_01074,Regular,2022-08-14
CUST_01075,Premium,2022-09-28
CUST_01076,Premium,2022-07-02
CUST_01077,Premium,2022-11-11
CUST_01078,Regular,2022-04-24
CUST_01079,Budget,2022-08-01
CUST_01080,Regular,2022-06-23
CUST_01081,Premium,2022-05-02
CUST_01082,Budget,2022-04-29
CUST_01083,Budget,2022-09-25
CUST_01084,Budget,2022-01-18
CUST_01085,Regular,2022-05-29
CUST_01086,Budget,2022-10-29
CUST_01087,Budget,2022-05-15
CUST_01088,Premium,2022-08-12
CUST_01089,Premium,2022-03-27
CUST_01090,Budget,2022-12-11
CUST_01091,Budget,2022-10-12
CUST_01092,Budget,2022-09-15
CUST_01093,Premium,2022-10-10
CUST_01094,Budget,2022-03-29
CUST_01095,Regular,2022-10-05
CUST_01096,Regular,2022-07-08
CUST_01097,Budget,2022-01-03
CUST_01098,Regular,2022-01-19
CUST_01099,Premium,2022-01-30
CUST_01100,Budget,2022-10-08
CUST_01101,Budget,2022-04-21
CUST_01102,Premium,2022-07-05
CUST_01103,Premium,2022-05-09
CUST_01104,Budget,2022-01-03
CUST_01105,Budget,2022-04-14
CUST_01106,Premium,2022-11-16
CUST_01107,Budget,2022-01-10
CUST_01108,Budget,2022-10-29
CUST_01109,Regular,2022-03-07
CUST_01110,Regular,2022-01-13
CUST_01111,Regular,2022-03-27
CUST_01112,Budget,2022-11-10
CUST_01113,Premium,2022-07-28
CUST_01114,Premium,2022-05-01
CUST_01115,Budget,2022-01-20
CUST_01116,Regular,2022-08-31
CUST_01117,Budget,2022-03-11
CUST_01118,Budget,2022-04-11
CUST_01119,Premium,2022-04-21
CUST_01120,Regular,2022-01-20
CUST_01121,Budget,2022-08-15
CUST_01122,Premium,2022-08-18
CUST_01123,Regular,2022-12-25
CUST_01124,Premium,2022-02-07
CUST_01125,Premium,2022-07-07
CUST_01126,Budget,2022-01-20
CUST_01127,Regular,2022-03-12
CUST_01128,Regular,2022-01-14
CUST_01129,Budget,2022-08-17
CUST_01130,Regular,2022-02-24
CUST_01131,Budget,2022-09-11
CUST_01132,Regular,2022-06-07
CUST_01133,Budget,2022-06-08
CUST_01134,Premium,2022-11-01
CUST_01135,Regular,2022-07-30
CUST_01136,Premium,2022-04-19
CUST_01137,Budget,2022-11-10
CUST_01138,Budget,2022-12-22
CUST_01139,Regular,2022-06-22
CUST_01140,Premium,2022-07-02
CUST_01141,Budget,2022-05-26
CUST_01142,Regular,2022-04-23
CUST_01143,Regular,2022-09-08
CUST_01144,Budget,2022-11-09
CUST_01145,Budget,2022-10-28
CUST_01146,Premium,2022-07-17
CUST_01147,Regular,2022-08-28
CUST_01148,Premium,2022-07-17
CUST_01149,Budget,2022-05-04
CUST_01150,Regular,2022-05-17
CUST_01151,Budget,2022-11-21
CUST_01152,Premium,2022-03-02
CUST_01153,Budget,2022-09-16
CUST_01154,Premium,2022-04-23
CUST_01155,Regular,2022-04-28
CUST_01156,Regular,2022-12-03
CUST_01157,Budget,2022-02-20
CUST_01158,Budget,2022-02-04
CUST_01159,Regular,2022-03-10
CUST_01160,Budget,2022-02-18
CUST_01161,Regular,2022-07-11
CUST_01162,Regular,2022-03-11
CUST_01163,Regular,2022-05-06
CUST_01164,Budget,2022-05-09
CUST_01165,Budget,2022-04-10
CUST_01166,Budget,2022-07-01
CUST_01167,Regular,2022-12-30
CUST_01168,Premium,2022-01-31
CUST_01169,Budget,2022-02-05
CUST_01170,Premium,2022-12-30
CUST_01171,Premium,2022-12-08
CUST_01172,Regular,2022-06-12
CUST_01173,Regular,2022-09-27
CUST_01174,Regular,2022-12-02
CUST_01175,Regular,2022-04-16
CUST_01176,Budget,2022-03-11
CUST_01177,Premium,2022-10-28
CUST_01178,Budget,2022-04-17
CUST_01179,Premium,2022-09-07
CUST_01180,Regular,2022-01-21
CUST_01181,Regular,2022-01-07
CUST_01182,Premium,2022-06-09
CUST_01183,Regular,2022-05-28
CUST_01184,Premium,2022-07-18
CUST_01185,Regular,2022-06-03
CUST_01186,Regular,2022-05-22
CUST_01187,Budget,2022-11-10
CUST_01188,Budget,2022-03-10
CUST_01189,Regular,2022-08-06
CUST_01190,Premium,2022-11-01
CUST_01191,Regular,2022-12-11
CUST_01192,Budget,2022-06-10
CUST_01193,Premium,2022-07-15
CUST_01194,Regular,2022-11-23
CUST_01195,Regular,2022-10-16
CUST_01196,Regular,2022-03-02
CUST_01197,Regular,2022-01-28
CUST_01198,Budget,2022-06-18
CUST_01199,Budget,2022-06-26
CUST_01200,Regular,2022-07-17
CUST_01201,Budget,2022-11-26
CUST_01202,Premium,2022-01-02
CUST_01203,Regular,2022-02-26
CUST_01204,Regular,2022-04-08
CUST_01205,Budget,2022-05-05
CUST_01206,Budget,2022-03-17
CUST_01207,Premium,2022-10-21
CUST_01208,Budget,2022-05-18
CUST_01209,Budget,2022-08-31
CUST_01210,Budget,2022-02-01
CUST_01211,Regular,2022-01-20
CUST_01212,Regular,2022-03-09
CUST_01213,Budget,2022-08-02
CUST_01214,Premium,2022-08-20
CUST_01215,Budget,2022-08-02
CUST_01216,Premium,2022-09-27
CUST_01217,Regular,2022-06-17
CUST_01218,Budget,2022-01-26
CUST_01219,Regular,2022-03-07
CUST_01220,Premium,2022-09-11
CUST_01221,Regular,2022-02-13
CUST_01222,Regular,2022-08-15
CUST_01223,Premium,2022-10-06
CUST_01224,Budget,2022-06-27
CUST_01225,Premium,2022-07-16
CUST_01226,Budget,2022-09-25
CUST_01227,Regular,2022-10-24
CUST_01228,Regular,2022-03-26
CUST_01229,Regular,2022-02-16
CUST_01230,Premium,2022-08-26
CUST_01231,Regular,2022-02-11
CUST_01232,Regular,2022-09-25
CUST_01233,Premium,2022-12-02
CUST_01234,Budget,2022-09-16
CUST_01235,Budget,2022-12-29
CUST_01236,Budget,2022-08-08
CUST_01237,Regular,2022-01-08
CUST_01238,Budget,2022-06-25
CUST_01239,Premium,2022-09-17
CUST_01240,Budget,2022-09-03
CUST_01241,Budget,2022-05-17
CUST_01242,Budget,2022-10-29
CUST_01243,Regular,2022-05-09
CUST_01244,Regular,2022-01-21
CUST_01245,Budget,2022-06-11
CUST_01246,Premium,2022-04-12
CUST_01247,Budget,2022-02-28
CUST_01248,Premium,2022-10-10
CUST_01249,Regular,2022-05-11
CUST_01250,Regular,2022-10-08
CUST_01251,Budget,2022-06-03
CUST_01252,Premium,2022-05-13
CUST_01253,Budget,2022-09-22
CUST_01254,Budget,2022-05-14
CUST_01255,Budget,2022-12-30
CUST_01256,Regular,2022-08-01
CUST_01257,Regular,2022-05-11
CUST_01258,Budget,2022-10-13
CUST_01259,Premium,2022-10-04
CUST_01260,Premium,2022-08-06
CUST_01261,Premium,2022-06-12
CUST_01262,Premium,2022-02-10
CUST_01263,Budget,2022-12-04
CUST_01264,Budget,2022-10-06
CUST_01265,Regular,2022-05-30
CUST_01266,Budget,2022-04-18
CUST_01267,Regular,2022-09-28
CUST_01268,Regular,2022-10-16
CUST_01269,Premium,2022-09-29
CUST_01270,Premium,2022-09-05
CUST_01271,Premium,2022-07-20
CUST_01272,Regular,2022-01-01
CUST_01273,Budget,2022-12-09
CUST_01274,Premium,2022-03-08
CUST_01275,Regular,2022-10-30
CUST_01276,Regular,2022-07-10
CUST_01277,Premium,2022-11-09
CUST_01278,Regular,2022-10-29
CUST_01279,Budget,2022-02-08
CUST_01280,Budget,2022-09-09
CUST_01281,Regular,2022-07-29
CUST_01282,Regular,2022-05-14
CUST_01283,Regular,2022-04-01
CUST_01284,Regular,2022-02-15
CUST_01285,Regular,2022-04-10
CUST_01286,Regular,2022-07-09
CUST_01287,Regular,2022-01-30
CUST_01288,Budget,2022-03-25
CUST_01289,Premium,2022-12-10
CUST_01290,Premium,2022-04-12
CUST_01291,Regular,2022-03-24
CUST_01292,Budget,2022-10-02
CUST_01293,Budget,2022-06-22
CUST_01294,Budget,2022-03-04
CUST_01295,Regular,2022-05-04
CUST_01296,Budget,2022-10-02
CUST_01297,Budget,2022-04-30
CUST_01298,Budget,2022-11-13
CUST_01299,Premium,2022-10-13
CUST_01300,Premium,2022-06-10
CUST_01301,Regular,2022-03-30
CUST_01302,Budget,2022-11-05
CUST_01303,Regular,2022-11-30
CUST_01304,Budget,2022-07-15
CUST_01305,Premium,2022-09-21
CUST_01306,Budget,2022-05-05
CUST_01307,Regular,2022-04-30
CUST_01308,Premium,2022-07-02
CUST_01309,Regular,2022-03-03
CUST_01310,Budget,2022-06-07
CUST_01311,Regular,2022-09-24
CUST_01312,Budget,2022-02-19
CUST_01313,Regular,2022-05-29
CUST_01314,Premium,2022-10-03
CUST_01315,Regular,2022-06-21
CUST_01316,Premium,2022-07-20
CUST_01317,Budget,2022-11-20
CUST_01318,Budget,2022-08-04
CUST_01319,Budget,2022-01-08
CUST_01320,Regular,2022-11-28
CUST_01321,Budget,2022-06-23
CUST_01322,Budget,2022-12-27
CUST_01323,Regular,2022-11-04
CUST_01324,Regular,2022-08-20
CUST_01325,Budget,2022-02-07
CUST_01326,Regular,2022-06-06
CUST_01327,Regular,2022-11-07
CUST_01328,Regular,2022-01-28
CUST_01329,Regular,2022-03-17
CUST_01330,Regular,2022-12-08
CUST_01331,Regular,2022-06-11
CUST_01332,Regular,2022-12-27
CUST_01333,Regular,2022-03-28
CUST_01334,Regular,2022-08-02
CUST_01335,Regular,2022-03-02
CUST_01336,Regular,2022-08-06
CUST_01337,Budget,2022-12-28
CUST_01338,Budget,2022-04-03
CUST_01339,Regular,2022-12-21
CUST_01340,Premium,2022-10-18
CUST_01341,Regular,2022-12-06
CUST_01342,Regular,2022-05-21
CUST_01343,Regular,2022-02-18
CUST_01344,Premium,2022-07-09
CUST_01345,Budget,2022-12-19
CUST_01346,Regular,2022-12-07
CUST_01347,Regular,2022-07-11
CUST_01348,Regular,2022-12-29
CUST_01349,Premium,2022-08-21
CUST_01350,Regular,2022-02-06
CUST_01351,Regular,2022-01-17
CUST_01352,Premium,2022-11-03
CUST_01353,Budget,2022-07-02
CUST_01354,Budget,2022-07-11
CUST_01355,Budget,2022-05-27
CUST_01356,Regular,2022-05-07
CUST_01357,Regular,2022-01-01
CUST_01358,Regular,2022-01-19
CUST_01359,Regular,2022-04-19
CUST_01360,Regular,2022-08-28
CUST_01361,Regular,2022-03-31
CUST_01362,Budget,2022-09-07
CUST_01363,Budget,2022-06-02
CUST_01364,Regular,2022-12-09
CUST_01365,Budget,2022-08-03
CUST_01366,Premium,2022-12-06
CUST_01367,Regular,2022-11-20
CUST_01368,Regular,2022-05-07
CUST_01369,Regular,2022-05-27
CUST_01370,Regular,2022-03-25
CUST_01371,Budget,2022-11-28
CUST_01372,Premium,2022-05-23
CUST_01373,Budget,2022-09-15
CUST_01374,Regular,2022-04-15
CUST_01375,Regular,2022-11-03
CUST_01376,Regular,2022-09-23
CUST_01377,Regular,2022-02-20
CUST_01378,Budget,2022-02-08
CUST_01379,Budget,2022-03-25
CUST_01380,Regular,2022-04-27
CUST_01381,Budget,2022-06-15
CUST_01382,Budget,2022-12-16
CUST_01383,Premium,2022-03-22
CUST_01384,Regular,2022-09-25
CUST_01385,Regular,2022-11-17
CUST_01386,Premium,2022-12-23
CUST_01387,Premium,2022-02-18
CUST_01388,Regular,2022-10-06
CUST_01389,Budget,2022-10-21
CUST_01390,Budget,2022-04-17
CUST_01391,Regular,2022-04-09
CUST_01392,Premium,2022-03-14
CUST_01393,Regular,2022-05-02
CUST_01394,Regular,2022-12-30
CUST_01395,Budget,2022-07-14
CUST_01396,Budget,2022-12-01
CUST_01397,Budget,2022-01-23
CUST_01398,Regular,2022-02-17
CUST_01399,Premium,2022-11-09
CUST_01400,Premium,2022-06-16
CUST_01401,Regular,2022-06-05
CUST_01402,Regular,2022-07-15
CUST_01403,Premium,2022-11-17
CUST_01404,Regular,2022-05-28
CUST_01405,Regular,2022-07-21
CUST_01406,Regular,2022-05-06
CUST_01407,Regular,2022-10-21
CUST_01408,Budget,2022-06-25
CUST_01409,Regular,2022-07-23
CUST_01410,Regular,2022-01-31
CUST_01411,Regular,2022-12-31
CUST_01412,Budget,2022-12-10
CUST_01413,Regular,2022-03-16
CUST_01414,Premium,2022-06-03
CUST_01415,Premium,2022-12-29
CUST_01416,Regular,2022-08-22
CUST_01417,Regular,2022-09-19
CUST_01418,Budget,2022-09-02
CUST_01419,Regular,2022-05-02
CUST_01420,Premium,2022-06-19
CUST_01421,Regular,2022-02-04
CUST_01422,Budget,2022-07-15
CUST_01423,Budget,2022-07-20
CUST_01424,Budget,2022-03-18
CUST_01425,Regular,2022-05-06
CUST_01426,Regular,2022-04-19
CUST_01427,Budget,2022-10-05
CUST_01428,Regular,2022-06-14
CUST_01429,Regular,2022-06-11
CUST_01430,Premium,2022-11-05
CUST_01431,Budget,2022-02-11
CUST_01432,Budget,2022-04-19
CUST_01433,Premium,2022-12-07
CUST_01434,Regular,2022-01-21
CUST_01435,Budget,2022-12-25
CUST_01436,Regular,2022-04-02
CUST_01437,Regular,2022-05-05
CUST_01438,Regular,2022-04-21
CUST_01439,Budget,2022-09-30
CUST_01440,Budget,2022-12-04
CUST_01441,Regular,2022-09-06
CUST_01442,Budget,2022-10-02
CUST_01443,Regular,2022-12-07
CUST_01444,Premium,2022-01-05
CUST_01445,Regular,2022-06-13
CUST_01446,Budget,2022-03-05
CUST_01447,Regular,2022-12-20
CUST_01448,Budget,2022-06-22
CUST_01449,Regular,2022-09-03
CUST_01450,Premium,2022-01-05
CUST_01451,Budget,2022-01-20
CUST_01452,Regular,2022-01-12
CUST_01453,Budget,2022-05-27
CUST_01454,Regular,2022-04-18
CUST_01455,Regular,2022-12-18
CUST_01456,Regular,2022-07-02
CUST_01457,Regular,2022-04-12
CUST_01458,Regular,2022-08-04
CUST_01459,Regular,2022-07-22
CUST_01460,Budget,2022-08-30
CUST_01461,Budget,2022-08-07
CUST_01462,Regular,2022-06-24
CUST_01463,Budget,2022-09-17
CUST_01464,Budget,2022-06-12
CUST_01465,Regular,2022-11-25
CUST_01466,Premium,2022-12-03
CUST_01467,Regular,2022-08-13
CUST_01468,Budget,2022-05-27
CUST_01469,Regular,2022-11-19
CUST_01470,Regular,2022-01-13
CUST_01471,Budget,2022-07-08
CUST_01472,Budget,2022-07-27
CUST_01473,Budget,2022-01-22
CUST_01474,Regular,2022-06-20
CUST_01475,Budget,2022-10-25
CUST_01476,Regular,2022-10-04
CUST_01477,Regular,2022-07-13
CUST_01478,Regular,2022-02-04
CUST_01479,Regular,2022-02-26
CUST_01480,Budget,2022-06-12
CUST_01481,Budget,2022-09-21
CUST_01482,Budget,2022-11-23
CUST_01483,Premium,2022-03-08
CUST_01484,Budget,2022-01-25
CUST_01485,Regular,2022-02-06
CUST_01486,Premium,2022-05-16
CUST_01487,Budget,2022-05-08
CUST_01488,Budget,2022-09-14
CUST_01489,Budget,2022-07-13
CUST_01490,Premium,2022-01-23
CUST_01491,Regular,2022-09-17
CUST_01492,Regular,2022-12-24
CUST_01493,Regular,2022-03-13
CUST_01494,Premium,2022-07-07
CUST_01495,Regular,2022-10-17
CUST_01496,Premium,2022-03-24
CUST_01497,Regular,2022-01-16
CUST_01498,Regular,2022-05-25
CUST_01499,Regular,2022-08-22
CUST_01500,Regular,2022-12-24
CUST_01501,Premium,2022-01-13
CUST_01502,Regular,2022-10-17
CUST_01503,Regular,2022-08-03
CUST_01504,Budget,2022-02-24
CUST_01505,Budget,2022-08-09
CUST_01506,Regular,2022-10-22
CUST_01507,Regular,2022-08-21
CUST_01508,Regular,2022-09-26
CUST_01509,Regular,2022-02-22
CUST_01510,Regular,2022-10-08
CUST_01511,Premium,2022-12-03
CUST_01512,Budget,2022-02-01
CUST_01513,Regular,2022-01-10
CUST_01514,Budget,2022-02-23
CUST_01515,Premium,2022-06-09
CUST_01516,Regular,2022-06-27
CUST_01517,Budget,2022-02-22
CUST_01518,Budget,2022-01-22
CUST_01519,Regular,2022-09-17
CUST_01520,Premium,2022-09-21
CUST_01521,Regular,2022-04-29
CUST_01522,Premium,2022-10-17
CUST_01523,Premium,2022-12-20
CUST_01524,Budget,2022-12-27
CUST_01525,Budget,2022-03-20
CUST_01526,Premium,2022-08-29
CUST_01527,Regular,2022-06-03
CUST_01528,Budget,2022-08-02
CUST_01529,Budget,2022-12-09
CUST_01530,Regular,2022-09-21
CUST_01531,Premium,2022-11-21
CUST_01532,Budget,2022-11-16
CUST_01533,Regular,2022-05-19
CUST_01534,Budget,2022-04-17
CUST_01535,Regular,2022-06-11
CUST_01536,Regular,2022-04-10
CUST_01537,Budget,2022-11-03
CUST_01538,Regular,2022-06-26
CUST_01539,Regular,2022-02-25
CUST_01540,Budget,2022-07-05
CUST_01541,Premium,2022-11-12
CUST_01542,Regular,2022-04-30
CUST_01543,Regular,2022-06-24
CUST_01544,Premium,2022-08-23
CUST_01545,Regular,2022-01-24
CUST_01546,Budget,2022-09-30
CUST_01547,Regular,2022-10-08
CUST_01548,Regular,2022-01-21
CUST_01549,Regular,2022-07-30
CUST_01550,Regular,2022-10-25
CUST_01551,Premium,2022-10-31
CUST_01552,Regular,2022-02-10
