customer_id,customer_segment,registration_date,total_spent,avg_order_value,total_orders,first_purchase,last_purchase,customer_lifetime_days,recency_days,spending_tier,order_frequency_tier
CUST_00921,Premium,2022-06-13,861.8,143.63333333333333,6,2022-11-14,2024-05-04,537,120,Low,Infrequent
CUST_00922,Premium,2022-08-30,3636.84,454.605,8,2022-01-09,2024-03-12,793,173,High,Infrequent
CUST_00923,Premium,2022-02-18,5605.64,509.6036363636364,11,2022-03-24,2024-04-30,768,124,Premium,Regular
CUST_00924,Budget,2022-08-14,7125.9,475.06,15,2022-03-15,2024-07-10,848,53,Premium,Frequent
CUST_00925,Regular,2022-05-29,1638.1599999999999,148.92363636363635,11,2022-02-21,2024-08-22,913,10,Low,Regular
CUST_00926,Premium,2022-10-20,9373.48,1339.0685714285714,7,2022-04-25,2024-06-19,786,74,Premium,Infrequent
CUST_00927,Regular,2022-06-09,6030.97,502.5808333333334,12,2022-02-17,2024-08-27,922,5,Premium,Regular
CUST_00928,Regular,2022-03-19,3942.29,438.03222222222223,9,2022-01-30,2024-06-13,865,80,High,Occasional
CUST_00929,Regular,2022-09-11,1174.3600000000001,106.76,11,2022-06-25,2024-05-10,685,114,Low,Regular
CUST_00930,Premium,2022-11-16,5435.379999999999,905.8966666666665,6,2022-03-13,2024-05-03,782,121,Premium,Infrequent
CUST_00931,Premium,2022-03-26,5142.75,571.4166666666666,9,2022-05-04,2024-07-24,812,39,High,Occasional
CUST_00932,Regular,2022-02-11,4401.96,880.392,5,2022-01-16,2024-02-19,764,195,High,Infrequent
CUST_00933,Regular,2022-06-16,3133.2200000000003,348.1355555555556,9,2022-03-09,2024-08-18,893,14,Medium,Occasional
CUST_00934,Budget,2022-10-07,2229.03,171.46384615384616,13,2022-05-01,2024-07-17,808,46,Medium,Frequent
CUST_00935,Premium,2022-01-19,3191.65,398.95625,8,2022-02-28,2024-04-17,779,137,Medium,Infrequent
CUST_00936,Regular,2022-04-12,10112.73,777.9023076923077,13,2022-08-23,2024-07-30,707,33,Premium,Frequent
CUST_00937,Regular,2022-06-16,935.42,116.9275,8,2022-04-10,2024-03-18,708,167,Low,Infrequent
CUST_00938,Budget,2022-02-05,1750.26,175.026,10,2022-05-14,2024-05-27,744,97,Low,Occasional
CUST_00939,Premium,2022-12-19,10127.52,1446.7885714285715,7,2022-02-02,2024-08-09,919,23,Premium,Infrequent
CUST_00940,Regular,2022-03-14,10232.51,852.7091666666666,12,2022-08-26,2024-08-03,708,29,Premium,Regular
CUST_00941,Regular,2022-03-11,2100.37,161.56692307692308,13,2022-02-25,2024-05-15,810,109,Medium,Frequent
CUST_00942,Regular,2022-07-15,2207.37,147.158,15,2022-02-23,2024-06-14,842,79,Medium,Frequent
CUST_00943,Regular,2022-11-12,1614.5,201.8125,8,2022-01-30,2024-02-22,753,192,Low,Infrequent
CUST_00944,Premium,2022-01-05,5356.84,446.40333333333336,12,2022-02-26,2024-07-14,869,49,Premium,Regular
CUST_00945,Premium,2022-06-09,16039.27,1145.662142857143,14,2022-01-18,2024-07-04,898,59,Premium,Frequent
CUST_00946,Regular,2022-08-18,2482.01,177.2864285714286,14,2022-01-12,2024-01-10,728,235,Medium,Frequent
CUST_00947,Regular,2022-03-08,5313.05,379.50357142857143,14,2022-01-24,2024-08-14,933,18,Premium,Frequent
CUST_00948,Regular,2022-02-27,625.1099999999999,156.27749999999997,4,2022-06-10,2024-08-28,810,4,Low,Infrequent
CUST_00949,Regular,2022-11-22,6726.37,747.3744444444444,9,2022-06-03,2024-08-04,793,28,Premium,Occasional
CUST_00950,Premium,2022-06-21,6408.59,427.2393333333333,15,2022-02-20,2024-04-28,798,126,Premium,Frequent
CUST_00951,Regular,2022-07-28,1673.38,167.33800000000002,10,2022-01-30,2024-08-13,926,19,Low,Occasional
CUST_00952,Budget,2022-10-13,667.91,95.41571428571429,7,2022-11-18,2024-04-24,523,130,Low,Infrequent
CUST_00953,Regular,2022-05-30,9739.89,572.9347058823529,17,2022-01-10,2024-08-19,952,13,Premium,Frequent
CUST_00954,Regular,2022-02-05,6140.92,682.3244444444445,9,2022-03-27,2024-04-28,763,126,Premium,Occasional
CUST_00955,Budget,2022-10-14,1755.1000000000001,175.51000000000002,10,2022-04-12,2024-03-30,718,155,Low,Occasional
CUST_00956,Budget,2022-11-07,3857.0099999999998,321.41749999999996,12,2022-01-21,2024-08-25,947,7,High,Regular
CUST_00957,Regular,2022-06-07,1889.37,157.4475,12,2022-02-11,2024-06-17,857,76,Low,Regular
CUST_00958,Regular,2022-01-12,2662.36,266.236,10,2022-02-09,2024-08-29,932,3,Medium,Occasional
CUST_00959,Regular,2022-05-16,3222.93,268.5775,12,2022-02-17,2024-05-23,826,101,Medium,Regular
CUST_00960,Budget,2022-05-24,4701.339999999999,313.4226666666666,15,2022-02-02,2024-07-29,908,34,High,Frequent
CUST_00961,Regular,2022-10-06,2699.66,299.9622222222222,9,2022-03-05,2024-08-05,884,27,Medium,Occasional
CUST_00962,Regular,2022-04-14,7707.289999999999,856.3655555555555,9,2022-04-13,2024-06-09,788,84,Premium,Occasional
CUST_00963,Premium,2022-12-26,1091.29,155.89857142857142,7,2022-03-30,2024-05-02,764,122,Low,Infrequent
CUST_00964,Budget,2022-11-17,1215.99,243.198,5,2022-12-23,2024-08-27,613,5,Low,Infrequent
CUST_00965,Budget,2022-05-29,1069.73,133.71625,8,2022-02-11,2024-07-29,899,34,Low,Infrequent
CUST_00966,Premium,2022-08-19,2811.7799999999997,312.41999999999996,9,2022-01-02,2023-12-15,712,261,Medium,Occasional
CUST_00967,Budget,2022-09-29,1274.73,141.63666666666666,9,2022-07-13,2024-03-14,610,171,Low,Occasional
CUST_00968,Regular,2022-08-14,2664.88,333.11,8,2022-06-04,2024-02-27,633,187,Medium,Infrequent
CUST_00969,Premium,2022-10-19,9400.13,854.5572727272727,11,2022-04-02,2024-07-21,841,42,Premium,Regular
CUST_00970,Regular,2022-04-24,6031.14,670.1266666666667,9,2022-03-23,2024-04-07,746,147,Premium,Occasional
CUST_00971,Regular,2022-12-27,1119.8000000000002,159.9714285714286,7,2022-05-07,2024-06-18,773,75,Low,Infrequent
CUST_00972,Premium,2022-09-06,34886.25,1938.125,18,2022-06-06,2024-08-25,811,7,Premium,Frequent
CUST_00973,Regular,2022-11-27,6837.17,569.7641666666667,12,2022-04-28,2024-05-30,763,94,Premium,Regular
CUST_00974,Budget,2022-07-09,1259.78,139.97555555555556,9,2022-01-23,2024-05-22,850,102,Low,Occasional
CUST_00975,Regular,2022-07-15,3236.54,294.2309090909091,11,2022-02-11,2024-07-09,879,54,Medium,Regular
CUST_00976,Budget,2022-09-19,4413.87,294.258,15,2022-01-02,2024-08-01,942,31,High,Frequent
CUST_00977,Budget,2022-05-23,2112.11,264.01375,8,2022-04-08,2024-08-18,863,14,Medium,Infrequent
CUST_00978,Budget,2022-04-11,2989.82,298.982,10,2022-02-01,2024-07-28,908,35,Medium,Occasional
CUST_00979,Regular,2022-01-12,2529.06,505.812,5,2022-02-01,2024-03-03,761,182,Medium,Infrequent
CUST_00980,Budget,2022-02-11,1939.3500000000001,149.18076923076924,13,2022-02-01,2024-06-05,855,88,Low,Frequent
CUST_00981,Regular,2022-10-18,2541.37,282.3744444444444,9,2022-06-22,2024-06-21,730,72,Medium,Occasional
CUST_00982,Regular,2022-06-07,3095.93,343.9922222222222,9,2022-08-26,2024-06-21,665,72,Medium,Occasional
CUST_00983,Budget,2022-03-08,3126.84,312.684,10,2022-01-11,2024-08-01,933,31,Medium,Occasional
CUST_00984,Budget,2022-01-14,4492.900000000001,280.80625000000003,16,2022-01-01,2024-07-02,913,61,High,Frequent
CUST_00985,Premium,2022-06-12,5951.1,595.11,10,2022-02-02,2024-08-15,925,17,Premium,Occasional
CUST_00986,Premium,2022-05-10,3746.6800000000003,416.2977777777778,9,2022-01-26,2024-04-24,819,130,High,Occasional
CUST_00987,Regular,2022-07-25,6571.45,386.5558823529412,17,2022-01-18,2024-05-17,850,107,Premium,Frequent
CUST_00988,Budget,2022-09-13,1746.25,124.73214285714286,14,2022-04-15,2024-07-19,826,44,Low,Frequent
CUST_00989,Budget,2022-10-08,1930.32,214.48,9,2022-04-04,2024-07-29,847,34,Low,Occasional
CUST_00990,Regular,2022-10-16,1595.82,177.31333333333333,9,2022-02-02,2024-06-19,868,74,Low,Occasional
CUST_00991,Budget,2022-09-27,1551.33,155.13299999999998,10,2022-01-15,2024-05-25,861,99,Low,Occasional
CUST_00992,Premium,2022-12-02,6273.35,697.0388888888889,9,2022-09-27,2024-07-20,662,43,Premium,Occasional
CUST_00993,Budget,2022-01-25,4896.53,489.65299999999996,10,2022-02-18,2024-07-18,881,45,High,Occasional
CUST_00994,Regular,2022-01-25,5056.77,316.048125,16,2022-01-15,2024-04-09,815,145,High,Frequent
CUST_00995,Regular,2022-06-22,4820.77,803.4616666666667,6,2022-04-17,2024-07-31,836,32,High,Infrequent
CUST_00996,Regular,2022-10-15,1392.08,174.01,8,2022-03-05,2024-03-24,750,161,Low,Infrequent
CUST_00997,Premium,2022-04-02,7098.46,645.3145454545455,11,2022-02-01,2024-07-31,911,32,Premium,Regular
CUST_00998,Regular,2022-11-30,2185.29,273.16125,8,2022-02-18,2024-05-28,830,96,Medium,Infrequent
CUST_00999,Budget,2022-11-12,1705.9299999999998,213.24124999999998,8,2022-02-15,2024-08-10,907,22,Low,Infrequent
CUST_01000,Budget,2022-06-09,1855.17,168.6518181818182,11,2022-05-07,2024-06-26,781,67,Low,Regular
CUST_01001,Regular,2022-09-11,1352.77,225.46166666666667,6,2022-01-17,2024-07-05,900,58,Low,Infrequent
CUST_01002,Regular,2022-05-31,9064.7,906.47,10,2022-04-24,2024-06-20,788,73,Premium,Occasional
CUST_01003,Premium,2022-01-05,4247.05,386.0954545454546,11,2022-01-13,2024-01-15,732,230,High,Regular
CUST_01004,Budget,2022-09-23,1461.4499999999998,146.14499999999998,10,2022-03-29,2024-09-01,887,0,Low,Occasional
CUST_01005,Regular,2022-09-24,7157.2,511.2285714285714,14,2022-02-10,2024-04-18,798,136,Premium,Frequent
CUST_01006,Budget,2022-02-25,954.8299999999999,318.27666666666664,3,2023-11-29,2024-04-11,134,143,Low,Infrequent
CUST_01007,Regular,2022-03-24,1760.94,195.66,9,2022-05-03,2024-08-19,839,13,Low,Occasional
CUST_01008,Premium,2022-05-29,4366.6,396.9636363636364,11,2022-01-18,2024-06-08,872,85,High,Regular
CUST_01009,Premium,2022-07-09,15596.9,1559.69,10,2022-03-20,2024-06-11,814,82,Premium,Occasional
CUST_01010,Regular,2022-09-20,3980.4,306.18461538461537,13,2022-01-23,2024-04-17,815,137,High,Frequent
CUST_01011,Regular,2022-09-09,5123.79,512.379,10,2022-01-24,2024-04-17,814,137,High,Occasional
CUST_01012,Regular,2022-09-17,5110.77,464.6154545454546,11,2022-02-06,2024-04-08,792,146,High,Regular
CUST_01013,Budget,2022-09-30,2365.53,262.8366666666667,9,2022-02-20,2024-07-16,877,47,Medium,Occasional
CUST_01014,Regular,2022-11-04,3652.7599999999998,405.8622222222222,9,2022-01-13,2024-07-27,926,36,High,Occasional
CUST_01015,Premium,2022-05-04,3924.55,654.0916666666667,6,2022-03-03,2024-08-18,899,14,High,Infrequent
CUST_01016,Budget,2022-06-27,255.51,127.755,2,2023-02-12,2024-03-13,395,172,Low,Infrequent
CUST_01017,Premium,2022-04-26,6112.2300000000005,436.58785714285716,14,2022-02-05,2024-07-22,898,41,Premium,Frequent
CUST_01018,Regular,2022-09-13,1565.42,195.6775,8,2022-02-11,2024-06-08,848,85,Low,Infrequent
CUST_01019,Premium,2022-01-07,10611.85,1179.0944444444444,9,2022-05-20,2024-04-20,701,134,Premium,Occasional
CUST_01020,Regular,2022-01-14,2388.74,341.2485714285714,7,2022-07-07,2024-06-16,710,77,Medium,Infrequent
CUST_01021,Premium,2022-03-27,9092.07,649.4335714285714,14,2022-03-18,2024-08-31,897,1,Premium,Frequent
CUST_01022,Budget,2022-07-02,1641.03,234.43285714285713,7,2022-08-19,2024-06-23,674,70,Low,Infrequent
CUST_01023,Regular,2022-08-07,10005.42,833.785,12,2022-05-31,2024-06-18,749,75,Premium,Regular
CUST_01024,Regular,2022-08-18,13180.34,941.4528571428572,14,2022-02-14,2024-05-03,809,121,Premium,Frequent
CUST_01025,Regular,2022-05-18,4174.07,298.1478571428571,14,2022-02-14,2024-08-01,899,31,High,Frequent
CUST_01026,Regular,2022-03-06,4065.33,271.022,15,2022-01-12,2024-07-28,928,35,High,Frequent
CUST_01027,Regular,2022-08-30,2172.95,217.295,10,2022-01-06,2024-08-07,944,25,Medium,Occasional
CUST_01028,Regular,2022-06-30,3119.19,779.7975,4,2022-02-11,2022-12-13,305,628,Medium,Infrequent
CUST_01029,Budget,2022-06-22,1551.73,258.62166666666667,6,2022-07-26,2024-06-01,676,92,Low,Infrequent
CUST_01030,Premium,2022-07-07,5126.56,466.0509090909091,11,2022-03-18,2024-08-18,884,14,High,Regular
CUST_01031,Regular,2022-11-04,2623.44,437.24,6,2022-01-18,2024-05-13,846,111,Medium,Infrequent
CUST_01032,Regular,2022-04-27,2081.84,231.31555555555556,9,2022-04-01,2024-04-03,733,151,Medium,Occasional
CUST_01033,Regular,2022-07-15,1926.22,240.7775,8,2023-02-20,2024-08-22,549,10,Low,Infrequent
CUST_01034,Budget,2022-04-22,3400.42,283.36833333333334,12,2022-01-12,2024-02-05,754,209,High,Regular
CUST_01035,Budget,2022-08-20,3066.8,255.5666666666667,12,2022-01-05,2024-08-06,944,26,Medium,Regular
CUST_01036,Budget,2022-08-09,1277.58,425.85999999999996,3,2022-04-04,2023-09-24,538,343,Low,Infrequent
CUST_01037,Regular,2022-02-11,4128.5,458.72222222222223,9,2022-02-06,2024-08-08,914,24,High,Occasional
CUST_01038,Budget,2022-04-23,3500.04,350.004,10,2022-03-05,2024-07-29,877,34,High,Occasional
CUST_01039,Budget,2022-01-17,6023.83,334.65722222222223,18,2022-01-16,2024-06-17,883,76,Premium,Frequent
CUST_01040,Regular,2022-05-09,2925.6,365.7,8,2022-01-12,2024-08-05,936,27,Medium,Infrequent
CUST_01041,Budget,2022-02-17,1220.8400000000001,174.4057142857143,7,2022-03-03,2024-03-14,742,171,Low,Infrequent
CUST_01042,Regular,2022-01-10,2400.5699999999997,600.1424999999999,4,2023-06-18,2023-11-18,153,288,Medium,Infrequent
CUST_01043,Budget,2022-08-20,4151.75,319.36538461538464,13,2022-02-04,2024-02-15,741,199,High,Frequent
CUST_01044,Regular,2022-07-22,4014.95,334.57916666666665,12,2022-01-12,2024-08-28,959,4,High,Regular
CUST_01045,Regular,2022-09-21,2087.65,260.95625,8,2022-02-02,2023-12-14,680,262,Medium,Infrequent
CUST_01046,Budget,2022-07-19,1599.55,199.94375,8,2022-02-08,2024-08-29,933,3,Low,Infrequent
CUST_01047,Regular,2022-12-09,1766.28,160.57090909090908,11,2022-03-19,2024-05-30,803,94,Low,Regular
CUST_01048,Regular,2022-03-10,4034.42,366.76545454545453,11,2022-03-17,2024-03-20,734,165,High,Regular
CUST_01049,Budget,2022-03-28,7372.460000000001,819.1622222222223,9,2022-07-02,2024-07-04,733,59,Premium,Occasional
CUST_01050,Regular,2022-11-29,2559.68,365.6685714285714,7,2022-01-02,2023-11-11,678,295,Medium,Infrequent
CUST_01051,Premium,2022-03-28,14379.1,1597.677777777778,9,2022-02-15,2024-03-27,771,158,Premium,Occasional
CUST_01052,Budget,2022-04-19,3612.06,301.005,12,2022-06-07,2024-07-28,782,35,High,Regular
CUST_01053,Budget,2022-06-01,2380.24,216.38545454545454,11,2022-02-10,2024-07-15,886,48,Medium,Regular
CUST_01054,Premium,2022-05-28,2829.79,282.979,10,2022-05-25,2024-05-19,725,105,Medium,Occasional
CUST_01055,Budget,2022-11-10,2372.5299999999997,296.56624999999997,8,2022-01-03,2024-05-07,855,117,Medium,Infrequent
CUST_01056,Regular,2022-08-16,2778.2599999999998,555.6519999999999,5,2022-01-10,2023-09-03,601,364,Medium,Infrequent
CUST_01057,Regular,2022-07-30,3737.59,747.518,5,2022-08-27,2024-03-31,582,154,High,Infrequent
CUST_01058,Regular,2022-01-28,8531.47,775.5881818181817,11,2022-03-13,2024-08-26,897,6,Premium,Regular
CUST_01059,Regular,2022-09-18,3693.46,230.84125,16,2022-01-27,2024-05-06,830,118,High,Frequent
CUST_01060,Regular,2022-12-18,989.55,197.91,5,2022-02-27,2024-03-28,760,157,Low,Infrequent
CUST_01061,Premium,2022-05-18,4730.45,525.6055555555555,9,2022-03-01,2023-10-02,580,335,High,Occasional
CUST_01062,Premium,2022-08-08,11041.1,1003.7363636363636,11,2022-05-29,2024-08-31,825,1,Premium,Regular
CUST_01063,Budget,2022-05-16,2617.65,261.765,10,2022-02-13,2024-06-26,864,67,Medium,Occasional
CUST_01064,Budget,2022-11-25,1557.15,173.01666666666668,9,2022-02-03,2024-07-27,905,36,Low,Occasional
CUST_01065,Regular,2022-02-18,2434.1,347.7285714285714,7,2022-02-13,2023-12-30,685,246,Medium,Infrequent
CUST_01066,Regular,2022-11-20,3286.69,1095.5633333333333,3,2023-02-04,2024-03-09,399,176,Medium,Infrequent
CUST_01067,Budget,2022-06-18,1945.38,243.1725,8,2022-03-09,2024-06-03,817,90,Low,Infrequent
CUST_01068,Budget,2022-04-29,1279.43,159.92875,8,2022-04-27,2024-06-09,774,84,Low,Infrequent
CUST_01069,Premium,2022-09-23,14272.23,1784.02875,8,2022-01-13,2024-05-18,856,106,Premium,Infrequent
CUST_01070,Budget,2022-05-20,1448.81,120.73416666666667,12,2022-04-15,2024-08-03,841,29,Low,Regular
CUST_01071,Regular,2022-09-15,8202.56,820.256,10,2022-02-09,2024-06-13,855,80,Premium,Occasional
CUST_01072,Regular,2022-06-30,10516.33,701.0886666666667,15,2022-01-16,2024-05-18,853,106,Premium,Frequent
CUST_01073,Budget,2022-10-15,873.06,174.612,5,2022-01-10,2023-07-02,538,427,Low,Infrequent
CUST_01074,Regular,2022-08-14,3296.7500000000005,366.3055555555556,9,2022-01-28,2024-06-29,883,64,Medium,Occasional
CUST_01075,Premium,2022-09-28,4966.92,551.88,9,2022-01-06,2024-06-22,898,71,High,Occasional
CUST_01076,Premium,2022-07-02,8144.49,1628.898,5,2022-01-03,2024-07-16,925,47,Premium,Infrequent
CUST_01077,Premium,2022-11-11,3627.1499999999996,604.525,6,2023-02-27,2024-08-10,530,22,High,Infrequent
CUST_01078,Regular,2022-04-24,3399.62,283.3016666666667,12,2022-07-07,2024-07-31,755,32,High,Regular
CUST_01079,Budget,2022-08-01,2416.68,201.39,12,2022-07-14,2024-05-11,667,113,Medium,Regular
CUST_01080,Regular,2022-06-23,6596.610000000001,471.1864285714286,14,2022-01-11,2024-08-27,959,5,Premium,Frequent
CUST_01081,Premium,2022-05-02,7215.960000000001,721.5960000000001,10,2022-03-05,2024-07-18,866,45,Premium,Occasional
CUST_01082,Budget,2022-04-29,2816.98,352.1225,8,2022-10-16,2024-03-08,509,177,Medium,Infrequent
CUST_01083,Budget,2022-09-25,5538.24,503.4763636363636,11,2022-07-08,2024-09-01,786,0,Premium,Regular
CUST_01084,Budget,2022-01-18,3075.65,341.7388888888889,9,2022-03-30,2024-07-14,837,49,Medium,Occasional
CUST_01085,Regular,2022-05-29,7485.75,1247.625,6,2022-04-06,2024-07-07,823,56,Premium,Infrequent
CUST_01086,Budget,2022-10-29,2971.98,424.56857142857143,7,2022-03-27,2024-07-22,848,41,Medium,Infrequent
CUST_01087,Budget,2022-05-15,8219.859999999999,913.3177777777777,9,2022-02-20,2024-07-27,888,36,Premium,Occasional
CUST_01088,Premium,2022-08-12,921.6899999999999,131.67,7,2022-02-21,2024-03-26,764,159,Low,Infrequent
CUST_01089,Premium,2022-03-27,5379.13,448.2608333333333,12,2022-02-06,2024-06-26,871,67,Premium,Regular
CUST_01090,Budget,2022-12-11,4713.650000000001,428.5136363636364,11,2022-01-23,2024-08-03,923,29,High,Regular
CUST_01091,Budget,2022-10-12,7396.91,528.3507142857143,14,2022-03-19,2024-06-13,817,80,Premium,Frequent
CUST_01092,Budget,2022-09-15,3381.65,281.8041666666667,12,2022-08-11,2024-05-26,654,98,High,Regular
CUST_01093,Premium,2022-10-10,6982.06,997.4371428571429,7,2022-07-19,2024-02-21,582,193,Premium,Infrequent
CUST_01094,Budget,2022-03-29,2236.18,447.236,5,2022-11-21,2024-05-10,536,114,Medium,Infrequent
CUST_01095,Regular,2022-10-05,5621.0599999999995,432.3892307692307,13,2022-02-24,2024-08-23,911,9,Premium,Frequent
CUST_01096,Regular,2022-07-08,2667.07,333.38375,8,2022-01-12,2024-07-11,911,52,Medium,Infrequent
CUST_01097,Budget,2022-01-03,762.9200000000001,127.15333333333335,6,2022-03-10,2024-08-25,899,7,Low,Infrequent
CUST_01098,Regular,2022-01-19,2454.87,272.7633333333333,9,2022-04-06,2024-08-03,850,29,Medium,Occasional
CUST_01099,Premium,2022-01-30,5218.4800000000005,434.8733333333334,12,2022-03-25,2024-08-06,865,26,High,Regular
CUST_01100,Budget,2022-10-08,2945.16,294.51599999999996,10,2022-06-10,2024-08-29,811,3,Medium,Occasional
CUST_01101,Budget,2022-04-21,8096.0199999999995,674.6683333333333,12,2022-03-20,2024-04-16,758,138,Premium,Regular
CUST_01102,Premium,2022-07-05,6259.2,481.4769230769231,13,2022-02-21,2024-08-16,907,16,Premium,Frequent
CUST_01103,Premium,2022-05-09,1230.9099999999999,175.8442857142857,7,2022-02-22,2024-07-08,867,55,Low,Infrequent
CUST_01104,Budget,2022-01-03,812.8,81.28,10,2022-07-22,2024-03-25,612,160,Low,Occasional
CUST_01105,Budget,2022-04-14,4727.32,590.915,8,2022-01-18,2024-03-25,797,160,High,Infrequent
CUST_01106,Premium,2022-11-16,3730.8,621.8000000000001,6,2022-11-02,2024-07-30,636,33,High,Infrequent
CUST_01107,Budget,2022-01-10,2455.4,409.23333333333335,6,2022-03-23,2024-06-10,810,83,Medium,Infrequent
CUST_01108,Budget,2022-10-29,2489.65,177.83214285714286,14,2022-01-07,2024-07-20,925,43,Medium,Frequent
CUST_01109,Regular,2022-03-07,4839.43,604.92875,8,2022-03-28,2024-07-03,828,60,High,Infrequent
CUST_01110,Regular,2022-01-13,2380.32,340.0457142857143,7,2022-01-31,2024-07-20,901,43,Medium,Infrequent
CUST_01111,Regular,2022-03-27,3508.47,350.847,10,2022-01-07,2024-06-24,899,69,High,Occasional
CUST_01112,Budget,2022-11-10,2256.49,250.7211111111111,9,2022-03-05,2024-07-31,879,32,Medium,Occasional
CUST_01113,Premium,2022-07-28,4761.45,264.525,18,2022-04-13,2024-09-01,872,0,High,Frequent
CUST_01114,Premium,2022-05-01,6403.990000000001,533.6658333333334,12,2022-07-11,2024-08-25,776,7,Premium,Regular
CUST_01115,Budget,2022-01-20,3453.3,345.33000000000004,10,2022-05-05,2024-07-19,806,44,High,Occasional
CUST_01116,Regular,2022-08-31,1185.71,296.4275,4,2022-07-15,2024-02-16,581,198,Low,Infrequent
CUST_01117,Budget,2022-03-11,2015.46,223.94,9,2022-02-22,2024-08-08,898,24,Medium,Occasional
CUST_01118,Budget,2022-04-11,2478.81,247.881,10,2022-03-30,2024-08-28,882,4,Medium,Occasional
CUST_01119,Premium,2022-04-21,1108.27,138.53375,8,2022-06-21,2024-05-15,694,109,Low,Infrequent
CUST_01120,Regular,2022-01-20,2366.45,338.0642857142857,7,2022-02-04,2023-11-22,656,284,Medium,Infrequent
CUST_01121,Budget,2022-08-15,3457.33,288.11083333333335,12,2022-03-05,2024-07-08,856,55,High,Regular
CUST_01122,Premium,2022-08-18,2918.9,265.3545454545455,11,2022-03-25,2024-07-22,850,41,Medium,Regular
CUST_01123,Regular,2022-12-25,5001.43,500.14300000000003,10,2022-03-18,2024-06-17,822,76,High,Occasional
CUST_01124,Premium,2022-02-07,8633.08,539.5675,16,2022-05-11,2024-08-29,841,3,Premium,Frequent
CUST_01125,Premium,2022-07-07,2288.67,228.86700000000002,10,2022-02-20,2024-08-11,903,21,Medium,Occasional
CUST_01126,Budget,2022-01-20,2717.74,271.774,10,2022-02-19,2024-06-21,853,72,Medium,Occasional
CUST_01127,Regular,2022-03-12,747.49,106.78428571428572,7,2022-12-15,2024-06-05,538,88,Low,Infrequent
CUST_01128,Regular,2022-01-14,1533.5900000000001,191.69875000000002,8,2022-05-10,2024-07-17,799,46,Low,Infrequent
CUST_01129,Budget,2022-08-17,1464.92,183.115,8,2022-03-18,2024-03-02,715,183,Low,Infrequent
CUST_01130,Regular,2022-02-24,5506.549999999999,611.8388888888888,9,2022-01-01,2024-06-10,891,83,Premium,Occasional
CUST_01131,Budget,2022-09-11,1817.28,165.20727272727274,11,2022-03-27,2024-05-30,795,94,Low,Regular
CUST_01132,Regular,2022-06-07,1166.1599999999999,233.23199999999997,5,2022-01-22,2024-03-29,797,156,Low,Infrequent
CUST_01133,Budget,2022-06-08,1764.87,220.60875,8,2022-02-18,2024-07-17,880,46,Low,Infrequent
CUST_01134,Premium,2022-11-01,5469.43,607.7144444444444,9,2022-01-18,2024-07-02,896,61,Premium,Occasional
CUST_01135,Regular,2022-07-30,7555.4,629.6166666666667,12,2022-04-24,2024-07-02,800,61,Premium,Regular
CUST_01136,Premium,2022-04-19,4657.92,465.79200000000003,10,2022-01-11,2024-08-17,949,15,High,Occasional
CUST_01137,Budget,2022-11-10,2083.0,208.3,10,2022-04-27,2024-06-23,788,70,Medium,Occasional
CUST_01138,Budget,2022-12-22,460.30999999999995,76.71833333333332,6,2022-05-14,2024-08-03,812,29,Low,Infrequent
CUST_01139,Regular,2022-06-22,4067.7,290.55,14,2022-08-06,2024-02-22,565,192,High,Frequent
CUST_01140,Premium,2022-07-02,5729.179999999999,381.9453333333333,15,2022-05-12,2024-08-16,827,16,Premium,Frequent
CUST_01141,Budget,2022-05-26,2051.3199999999997,186.48363636363635,11,2022-03-07,2024-01-17,681,228,Medium,Regular
CUST_01142,Regular,2022-04-23,3094.5600000000004,515.7600000000001,6,2022-03-31,2023-09-27,545,340,Medium,Infrequent
CUST_01143,Regular,2022-09-08,1513.4,189.175,8,2022-03-04,2024-08-18,898,14,Low,Infrequent
CUST_01144,Budget,2022-11-09,1544.24,140.38545454545454,11,2022-03-03,2024-05-20,809,104,Low,Regular
CUST_01145,Budget,2022-10-28,3978.46,361.6781818181818,11,2022-04-09,2024-07-18,831,45,High,Regular
CUST_01146,Premium,2022-07-17,5124.35,427.0291666666667,12,2022-01-15,2024-07-25,922,38,High,Regular
CUST_01147,Regular,2022-08-28,7391.52,923.94,8,2022-01-29,2024-05-13,835,111,Premium,Infrequent
CUST_01148,Premium,2022-07-17,14254.85,1018.2035714285714,14,2022-04-26,2024-07-03,799,60,Premium,Frequent
CUST_01149,Budget,2022-05-04,4645.0,290.3125,16,2022-02-20,2024-07-05,866,58,High,Frequent
CUST_01150,Regular,2022-05-17,2758.62,172.41375,16,2022-03-18,2024-08-13,879,19,Medium,Frequent
CUST_01151,Budget,2022-11-21,2503.38,500.67600000000004,5,2022-03-08,2023-05-01,419,489,Medium,Infrequent
CUST_01152,Premium,2022-03-02,5497.639999999999,687.2049999999999,8,2022-07-04,2024-04-06,642,148,Premium,Infrequent
CUST_01153,Budget,2022-09-16,1901.13,172.83,11,2022-02-13,2024-08-10,909,22,Low,Regular
CUST_01154,Premium,2022-04-23,8820.33,882.033,10,2022-05-11,2024-06-22,773,71,Premium,Occasional
CUST_01155,Regular,2022-04-28,1818.91,303.1516666666667,6,2022-03-01,2024-07-06,858,57,Low,Infrequent
CUST_01156,Regular,2022-12-03,4051.1,337.59166666666664,12,2022-01-06,2024-08-28,965,4,High,Regular
